    step           PotEng           volume            press             p_xx             p_yy             p_zz             p_xy             p_yz             p_zx
     194        -729.8683        3528.0932         454.7271         838.1698        1330.5806        -804.5694         -61.0506          61.5078          46.1003
     195        -729.8685        3528.0932         455.9856         838.9521        1332.2006        -803.1961         -60.5592          60.0827          45.2033
     196        -729.8687        3528.0932         454.6925         838.9792        1330.7521        -805.6536         -61.5893          61.9571          45.9137
     197        -729.8690        3528.0932         451.7104         838.5215        1327.3541        -810.7443         -63.6635          65.9604          47.6383
     198        -729.8694        3528.0932         450.7117         838.9135        1326.3298        -813.1083         -64.6652          67.5014          48.0723
     199        -729.8698        3528.0932         454.0451         840.8412        1330.6979        -809.4037         -63.3573          63.7075          45.7860
     200        -729.8703        3528.0932         457.7345         843.3345        1335.5380        -805.6691         -62.1334          59.7839          43.3886
     201        -729.8710        3528.0932         455.8342         844.6389        1333.6503        -810.7864         -64.4185          63.4321          44.8521
     202        -729.8718        3528.0932         455.1866         846.1514        1333.7604        -814.3521         -65.9854          65.1751          45.2274
     203        -729.8729        3528.0932         461.3827         850.0377        1342.3820        -808.2717         -63.3424          57.3615          40.6031
     204        -729.8741        3528.0932         454.6363         850.3170        1335.7061        -822.1140         -68.7054          66.2865          44.4839
     205        -729.8757        3528.0932         466.9417         857.0023        1352.1343        -808.3118         -63.7375          52.0290          36.5185
     206        -729.8775        3528.0932         446.1374         855.2263        1327.9152        -844.7296         -79.8966          81.7969          51.3962
     207        -729.8785        3528.0932         512.7457         878.6862        1410.9482        -751.3972         -42.9679          -2.5836           6.7955
     208        -729.8800        3528.0932         463.0715         864.4404        1350.0734        -825.2992         -73.4624          62.3731          40.5749
     209        -729.8800        3528.0932         463.6855         864.6891        1350.8212        -824.4539         -73.1596          61.7056          40.2347
     210        -729.8801        3528.0932         464.7736         865.2026        1352.1483        -823.0303         -72.6518          60.5284          39.6195
     211        -729.8801        3528.0932         466.0231         865.8104        1353.6351        -821.3763         -72.0959          59.1987          38.9392
     212        -729.8801        3528.0932         467.0782         866.3494        1354.9436        -820.0583         -71.6965          58.1633          38.4212
     213        -729.8802        3528.0932         467.6964         866.7987        1355.7236        -819.4332         -71.6301          57.7706          38.2457
     214        -729.8803        3528.0932         467.6835         867.0130        1355.7550        -819.7176         -71.9002          58.1547          38.4708
     215        -729.8804        3528.0932         467.1864         867.0849        1355.2041        -820.7300         -72.5075          59.1473          38.9735
     216        -729.8806        3528.0932         466.3983         866.9983        1354.3312        -822.1348         -73.3089          60.4515          39.6395
     217        -729.8807        3528.0932         465.8467         867.0143        1353.7562        -823.2303         -73.9744          61.3676          40.1529
     218        -729.8810        3528.0932         466.0775         867.2836        1354.2001        -823.2510         -74.1932          61.2195          40.0667
     219        -729.8813        3528.0932         467.1100         867.9301        1355.5930        -822.1931         -74.0579          60.0007          39.4071
     220        -729.8816        3528.0932         467.9865         868.6471        1356.8362        -821.5240         -74.1289          59.0090          38.8514
     221        -729.8821        3528.0932         467.6103         869.1107        1356.5385        -822.8182         -75.1285          59.7910          39.2375
     222        -729.8827        3528.0932         466.6732         869.7059        1355.5889        -825.2748         -76.7749          61.6614          40.2554
     223        -729.8833        3528.0932         467.7238         871.2356        1357.0730        -825.1371         -77.4803          61.1880          40.0180
     224        -729.8842        3528.0932         470.0095         873.5655        1360.0740        -823.6110         -77.6583          59.1891          38.9772
     225        -729.8852        3528.0932         468.8815         874.9744        1358.9784        -827.3081         -79.9265          61.4117          40.2314
     226        -729.8865        3528.0932         469.8035         877.0584        1360.9132        -828.5612         -81.1312          60.9050          39.9934
     227        -729.8881        3528.0932         471.5587         880.4952        1363.3757        -829.1947         -82.3849          59.6053          39.3382
     228        -729.8900        3528.0932         469.4376         882.8358        1362.5828        -837.1057         -86.8728          64.2587          41.8452
     229        -729.8923        3528.0932         484.4788         893.2889        1379.9113        -819.7639         -81.3242          46.1531          32.0627
     230        -729.8939        3528.0932         431.0553         875.5130        1324.0946        -906.4416        -118.4642         118.4627          70.5069
     231        -729.8952        3528.0932         478.3271         895.1948        1375.9498        -836.1634         -89.5086          56.7296          37.6712
     232        -729.8952        3528.0932         477.6622         895.0630        1375.0950        -837.1713         -90.0525          57.8039          38.2410
     233        -729.8953        3528.0932         476.5548         894.8676        1373.6790        -838.8824         -90.9947          59.7141          39.2227
     234        -729.8953        3528.0932         475.4091         894.6879        1372.2119        -840.6727         -92.0097          61.7431          40.2714
     235        -729.8954        3528.0932         474.7797         894.7424        1371.3838        -841.7870         -92.7819          63.1555          41.0060
     236        -729.8955        3528.0932         474.9883         895.0891        1371.6244        -841.7485         -92.9920          63.4969          41.1980
     237        -729.8956        3528.0932         476.0675         895.7849        1372.9750        -840.5574         -92.6936          62.6069          40.7532
     238        -729.8958        3528.0932         477.6541         896.5696        1375.0143        -838.6216         -92.0459          60.9210          39.8869
     239        -729.8959        3528.0932         479.3160         897.4152        1377.1708        -836.6380         -91.3181          59.0250          38.9076
     240        -729.8961        3528.0932         480.1065         897.8633        1378.3234        -835.8671         -91.1219          58.1369          38.4088
     241        -729.8964        3528.0932         479.3645         897.8250        1377.5833        -837.3146         -91.9213          59.1634          38.8467
